iter	Logloss
383	0.3641811384
384	0.3639654614
385	0.3638959531
386	0.3637988233
387	0.3636954893
388	0.3635550578
389	0.3634402832
390	0.363324853
391	0.3632093052
392	0.3630803303
393	0.3629021879
394	0.3627379467
395	0.362562806
396	0.36236918
397	0.3621262179
398	0.3619974277
399	0.3617930661
400	0.3616846044
401	0.3615331766
402	0.3614161439
403	0.3613303322
404	0.3611386202
405	0.3609940263
406	0.3608664269
407	0.3607729819
408	0.3606775141
409	0.3604432461
410	0.3603231836
411	0.3602190278
412	0.3600315048
413	0.3598834017
414	0.3598005379
415	0.359641209
416	0.3595136521
417	0.3594108155
418	0.3593799302
419	0.3592659073
420	0.3591502475
421	0.3590041638
422	0.3588502649
423	0.3588118387
424	0.3586887286
425	0.3586657241
426	0.3584811103
427	0.3582525077
428	0.3581900747
429	0.3580546713
430	0.357807546
431	0.3576143631
432	0.3574898916
433	0.3573220829
434	0.3571568463
435	0.3571065154
436	0.3570130479
437	0.3567136078
438	0.3566367879
439	0.3564090722
440	0.3562479269
441	0.3561473795
442	0.3561297928
443	0.3559525308
444	0.3559072284
445	0.3557601509
446	0.3555725676
447	0.3553955151
448	0.3552634038
449	0.3551597544
450	0.355048509
451	0.3549547367
452	0.354857354
453	0.3547023816
454	0.3545815613
455	0.3544224616
456	0.3541709244
457	0.3540838243
458	0.3539303288
459	0.3538635755
460	0.3536747798
461	0.3535484593
462	0.3534946394
463	0.3533609586
464	0.3532210654
465	0.3530815793
466	0.3529726844
467	0.352851672
468	0.3526906977
469	0.3526032366
470	0.3525376206
471	0.3523810717
472	0.352223971
473	0.3520599012
474	0.3518893977
475	0.3518058919
476	0.3517758419
477	0.3516681932
478	0.3515361969
479	0.3514759098
480	0.3513312626
481	0.3512569394
482	0.3510492575
483	0.350949565
484	0.3508518429
485	0.3508055749
486	0.3506585221
487	0.3505232583
488	0.3504308927
489	0.3503321665
490	0.3502742673
491	0.3500528194
492	0.349992773
493	0.3499035922
494	0.3498740957
495	0.3497342117
496	0.3495058154
497	0.3494134284
498	0.3492573221
499	0.3490694468
500	0.3489719127
501	0.3489515477
502	0.3488996112
503	0.3487339898
504	0.3486700814
505	0.3484922989
506	0.3483477722
507	0.3482655624
508	0.3481512637
509	0.3481292316
510	0.3481102501
511	0.3479763333
512	0.3477144551
513	0.3474982439
514	0.3473462659
515	0.3471074635
516	0.3470547965
517	0.347017436
518	0.3467677488
519	0.3465797427
520	0.3463686393
521	0.3462942465
522	0.3461864877
523	0.3459742373
524	0.3457837296
525	0.3456269478
526	0.3456078664
527	0.3454771211
528	0.3453214294
529	0.3452828529
530	0.3451229285
531	0.3450878551
532	0.3449603246
533	0.3447447037
534	0.3446649101
535	0.3445888023
536	0.3444714383
537	0.3442885965
538	0.3441410628
539	0.3439495348
540	0.3438088364
541	0.3437003404
542	0.3435493867
543	0.3434081139
544	0.3432263921
545	0.3431271398
546	0.3430362866
547	0.3429594325
548	0.3427192575
549	0.3424861132
550	0.3424123546
551	0.3422027124
552	0.3420383613
553	0.3418740196
554	0.3417936305
555	0.3417442446
556	0.3416537501
557	0.3414407483
558	0.3413880638
559	0.3412422344
560	0.341052154
561	0.3409006497
562	0.3408481353
563	0.3407328035
564	0.3406908329
565	0.3406582614
566	0.3405290744
567	0.3404651378
568	0.3403840304
569	0.3402792278
570	0.3401319518
571	0.3400466982
572	0.3399019
573	0.3397306821
574	0.3395000752
575	0.3393426069
576	0.3392436134
577	0.3391911211
578	0.3390977328
579	0.3389949981
580	0.3389518589
581	0.3387957318
582	0.3386559913
583	0.3385603761
584	0.3383172772
585	0.3382399137
586	0.3381649447
587	0.338077923
588	0.3379658282
589	0.3379427706
590	0.3378052148
591	0.3376634462
592	0.3376100612
593	0.3374645578
594	0.337305898
595	0.3372294593
596	0.3369730992
597	0.3366688975
598	0.3364992681
599	0.336411834
600	0.3363503052
601	0.3360676917
602	0.3360308685
603	0.3359354821
604	0.3358241508
605	0.335678635
606	0.3355147729
607	0.3353772398
608	0.3352426854
609	0.3351086918
610	0.3349984498
611	0.3349302247
612	0.3347005702
613	0.3345526178
614	0.3344063359
615	0.3343548853
616	0.3342229582
617	0.3341611236
618	0.334071785
619	0.3339852139
620	0.3338870356
621	0.3338577553
622	0.3337163684
623	0.3334843777
624	0.3333764012
625	0.3333415518
626	0.3332974729
627	0.3331721119
628	0.3330720641
629	0.3328954176
630	0.3327980348
631	0.3326093659
632	0.3325677525
633	0.3325638084
634	0.3324343928
635	0.3323202837
636	0.3322597638
637	0.3320452998
638	0.3317909198
639	0.3317055187
640	0.3316107605
641	0.3315284234
642	0.3314646484
643	0.3313416571
644	0.3312801684
645	0.3311985199
646	0.3311137055
647	0.3308714476
648	0.3307305816
649	0.3306098181
650	0.330547471
651	0.3304680165
652	0.3303966371
653	0.3302308852
654	0.3301355315
655	0.3299406699
656	0.3298639283
657	0.3297865084
658	0.3295213806
659	0.3294547846
660	0.3293959667
661	0.3293046112
662	0.3292170879
663	0.3291718995
664	0.3290986973
665	0.3290542174
666	0.3289124663
667	0.3288382252
668	0.3285685513
669	0.3283974215
670	0.3283552669
671	0.3282484894
672	0.3282130858
673	0.3281342634
674	0.328068223
675	0.3280441987
676	0.3279523798
677	0.3278965919
678	0.3277676457
679	0.3277423939
680	0.3276144877
681	0.3275662078
682	0.3275207736
683	0.3274522201
684	0.3273701229
685	0.3273527444
686	0.32729191
687	0.3272154969
688	0.3271679074
689	0.3271514413
690	0.3270522304
691	0.326897125
692	0.3267655172
693	0.3267130392
694	0.326646933
695	0.3264608844
696	0.3263745455
697	0.326253054
698	0.3261311984
699	0.3260345018
700	0.3258897378
701	0.3257785451
702	0.3256358949
703	0.3255640952
704	0.3253529361
705	0.3252415576
706	0.3252338097
707	0.3251524979
708	0.3250603265
709	0.3249600697
710	0.3248713541
711	0.3247194277
712	0.324501556
713	0.324283083
714	0.3242012605
715	0.3241351246
716	0.3240729802
717	0.3239575771
718	0.3238491768
719	0.3237388438
720	0.3236979814
721	0.3235975532
722	0.3234614127
723	0.3232423217
724	0.323120241
725	0.3229807977
726	0.3229463758
727	0.3227957149
728	0.3227288014
729	0.3226765703
730	0.3225317
731	0.3224339451
732	0.3222801805
733	0.3222376775
734	0.322095538
735	0.3220231828
736	0.3219088924
737	0.3218293589
738	0.3217176716
739	0.3216959056
740	0.32159537
741	0.3215248137
742	0.3214322471
743	0.3213093626
744	0.32128875
745	0.3211664561
746	0.3211038875
747	0.3210059293
748	0.3208925004
749	0.320855895
750	0.3207324704
751	0.3206034927
752	0.3205509738
753	0.3205163861
754	0.3204315227
755	0.3202889001
756	0.3201995186
757	0.3201709615
758	0.3198825756
759	0.3197632553
760	0.3197114322
761	0.3195852838
762	0.3195064751
763	0.3194516319
764	0.3193321947
765	0.3192639308
766	0.3192052588
767	0.319153904
768	0.3190734908
769	0.3190421499
770	0.3189452566
771	0.3188582683
772	0.3186497194
773	0.3185430468
774	0.3182928634
775	0.3181432257
776	0.3180742004
777	0.3180165273
778	0.3178442538
779	0.3177688396
780	0.3177554663
781	0.317618812
782	0.3176019015
783	0.3174007419
784	0.3173403042
785	0.3170301893
786	0.3169735527
787	0.3168946904
788	0.316812799
789	0.316770931
790	0.3166464442
791	0.3165766764
792	0.3164898109
793	0.3164355267
794	0.3163121004
795	0.3161948741
796	0.3160456456
797	0.3159254813
798	0.3158518553
799	0.3157772527
800	0.3156999008
801	0.3156183578
802	0.3154009895
803	0.3152566129
804	0.3150968903
805	0.3149920092
806	0.3148054906
807	0.3147366697
808	0.3146913433
809	0.3146526002
810	0.3144545917
811	0.3142577581
812	0.3141844252
813	0.3141675784
814	0.313960182
815	0.3137715097
816	0.3137014091
817	0.3135751886
818	0.3134882295
819	0.3134084812
820	0.3132815424
821	0.3132657373
822	0.3131668202
823	0.3131234623
824	0.3130889384
825	0.3129722088
826	0.3129519041
827	0.3126787442
828	0.3125742181
829	0.3125066135
830	0.3124589945
831	0.312266107
832	0.3122021081
833	0.3120673734
834	0.3118929456
835	0.3118144453
836	0.311686395
837	0.3114702195
838	0.3113409854
839	0.3113209206
840	0.3112727195
841	0.3111519103
842	0.3110145411
843	0.3108186589
844	0.3106750238
845	0.310663726
846	0.3104021206
847	0.3102382512
848	0.3101979562
849	0.3099739786
850	0.3097913454
851	0.3097028974
852	0.3096087008
853	0.3095143995
854	0.3093762095
855	0.309294824
856	0.3091604999
857	0.3089881707
858	0.3089254481
859	0.3087337473
860	0.3084976425
861	0.3084157017
862	0.3083409884
863	0.3082792651
864	0.3082342516
865	0.3081719625
866	0.3081214382
867	0.3081018106
868	0.3080820882
869	0.3080672878
870	0.3079330033
871	0.3079010366
872	0.307800741
873	0.3077087495
874	0.3075891085
875	0.3074665172
876	0.3073885813
877	0.3073070111
878	0.3072115583
879	0.3070727519
880	0.3069612288
881	0.3069004838
882	0.3068041565
883	0.3067196271
884	0.3066497309
885	0.3064640067
886	0.3063756359
887	0.3063146593
888	0.3062240402
889	0.306052095
890	0.3059846922
891	0.3057987317
892	0.305720904
893	0.3057121113
894	0.3055999785
895	0.305574395
896	0.3054107537
897	0.3053719211
898	0.3052704601
899	0.3051881655
900	0.3050365311
901	0.3047426327
902	0.3046744036
903	0.3046093815
904	0.3044099557
905	0.3043185351
906	0.3042911237
907	0.3042321171
908	0.3042203254
909	0.3041434395
910	0.3040107606
911	0.3039282426
912	0.3038645301
913	0.3037569938
914	0.3036681926
915	0.3036212071
916	0.3034778421
917	0.3034311332
918	0.3034055387
919	0.3032527447
920	0.3032031551
921	0.3031152548
922	0.3030526558
923	0.3029579774
924	0.3027668364
925	0.3026255197
926	0.3025910468
927	0.3025382344
928	0.302370153
929	0.3022372987
930	0.302169964
931	0.3020416538
932	0.3019164031
933	0.301836028
934	0.3017814799
935	0.3016939738
936	0.3016659307
937	0.3015785999
938	0.3015540986
939	0.3014084911
940	0.3013538866
941	0.3013062573
942	0.3010916202
943	0.300839616
944	0.3007751796
945	0.3007462623
946	0.3006714696
947	0.3005930486
948	0.3005179728
949	0.3004704179
950	0.3004576301
951	0.300411478
952	0.3003056262
953	0.300192381
954	0.3000710431
955	0.3000344759
956	0.2999638693
957	0.2998567686
958	0.299771261
959	0.2997344091
960	0.2996198786
961	0.2995869063
962	0.2994029858
963	0.2993737171
964	0.2993467526
965	0.299265602
966	0.2990932447
967	0.2988996279
968	0.2988486489
969	0.2987552261
970	0.2986122123
971	0.2985414514
972	0.2983765987
973	0.2981719989
974	0.2980618774
975	0.2980292584
976	0.2979661504
977	0.2977967997
978	0.2975781843
979	0.2974699719
980	0.2973537463
981	0.2971810881
982	0.2970598605
983	0.296898179
984	0.2967391267
985	0.2965635488
986	0.2965042958
987	0.2964672742
988	0.2962880189
989	0.2962769416
990	0.296198286
991	0.296146874
992	0.2959946587
993	0.2958632298
994	0.2957094097
995	0.2956887045
996	0.2956005255
997	0.2955916097
998	0.2954318764
999	0.2952943064
